personid,income,female,education,experience,migrant,homeowner,black,hispanic,asian,unemployed,married,age,part_time
480,22555,1,10,31,1,1,0,0,1,0,1,51,1
481,13152,0,7,33,0,0,1,1,0,1,0,47,0
482,25214,0,14,6,0,0,0,0,0,0,0,28,1
483,37258,0,10,37,0,0,0,0,0,0,1,53,0
484,5747,0,16,21,0,1,0,0,0,1,0,43,0
485,67869,1,21,1,0,1,0,0,0,0,0,27,0
486,31629,0,13,15,0,0,0,0,0,0,0,34,0
487,16465,1,10,16,0,0,0,0,1,0,1,36,1
488,35896,0,9,32,0,1,0,0,0,0,1,59,0
489,38468,1,7,38,1,0,0,1,0,0,0,55,0
490,36537,1,12,35,0,1,0,0,0,0,1,57,0
491,35041,0,12,28,0,1,0,0,1,0,1,48,0
492,40548,0,16,23,0,1,0,0,0,0,1,58,0
493,37304,0,9,36,0,1,0,0,0,0,0,51,0
494,13919,0,14,7,0,0,0,0,0,0,0,26,1
495,19182,1,8,31,0,0,1,1,0,1,0,54,0
496,28626,1,10,34,0,1,0,0,0,0,1,54,1
497,33137,0,9,22,0,1,0,0,0,0,1,49,0
498,35970,0,12,30,0,0,0,0,0,0,1,56,0
499,15119,0,9,15,0,1,0,0,0,0,1,32,1
500,26201,0,13,23,0,1,0,0,0,0,1,48,1
501,43595,0,16,33,0,0,0,0,0,0,0,58,0
502,34184,0,7,36,0,0,1,0,0,0,1,50,1
503,4400,1,14,25,0,0,1,0,0,1,1,46,0
504,30519,0,9,16,0,1,1,0,0,0,1,37,0
505,34290,0,9,26,0,1,0,0,0,0,0,40,0
506,25703,0,7,13,0,1,0,1,0,0,0,31,1
507,33623,1,14,20,1,0,0,0,0,0,1,52,0
508,12288,0,10,37,0,0,0,0,0,1,1,54,0
509,21085,1,7,13,0,1,1,0,0,0,1,31,1
510,36894,0,9,34,0,1,0,0,0,0,0,52,1
511,35972,0,10,33,0,1,0,0,1,0,1,50,0
512,22130,1,14,25,0,1,0,0,0,0,1,55,1
513,29639,1,11,19,0,1,0,1,0,0,1,43,0
514,16052,0,11,22,0,1,1,0,0,0,1,53,1
515,33089,1,8,24,0,1,1,0,0,0,1,41,0
516,36463,0,9,31,0,0,0,0,0,0,1,47,0
517,23735,1,10,40,0,1,1,0,0,0,1,59,1
518,13112,0,7,32,0,1,1,0,0,0,1,59,1
519,36261,0,9,32,0,1,0,0,0,0,1,56,0
520,33635,0,9,26,0,1,0,1,0,0,0,45,0
521,26340,1,10,25,0,1,0,0,1,0,1,42,1
522,75892,0,21,21,0,0,0,0,0,0,0,56,0
523,42720,0,16,18,0,0,0,0,0,0,0,43,0
524,35093,1,9,29,0,1,0,0,0,0,1,51,0
525,31056,0,9,14,0,0,0,0,0,0,1,28,0
526,25364,0,15,14,0,1,0,0,0,0,0,40,1
527,5853,1,14,19,0,0,0,1,0,1,1,46,0
528,30578,1,10,19,0,0,0,0,0,0,1,36,0
529,33650,1,12,27,0,1,0,0,0,0,1,45,0
530,31712,0,7,11,0,1,1,0,0,0,0,29,0
531,40848,0,7,40,0,1,0,1,0,0,1,54,0
532,9882,1,7,13,0,0,0,1,0,1,0,34,0
533,30470,0,14,7,0,1,0,1,0,0,0,30,0
534,27712,1,10,10,0,1,0,0,0,0,0,25,0
535,35498,0,9,40,0,1,0,0,0,0,1,56,1
536,38310,0,8,38,0,1,1,0,0,0,1,59,0
537,14782,1,9,34,0,1,0,0,0,1,1,52,0
538,35848,1,14,28,0,1,0,1,0,0,0,54,0
539,48691,0,17,34,0,1,0,0,0,0,0,56,0
540,32780,1,16,3,0,1,0,0,0,0,0,25,0
541,32577,0,10,22,0,1,0,0,1,0,0,48,0
542,38123,1,16,18,0,0,0,0,0,0,1,40,0
543,78722,1,21,8,0,1,0,0,0,0,0,35,0
544,37804,1,16,13,1,1,0,0,0,0,0,41,0
545,29786,1,9,40,0,1,0,0,0,0,1,60,1
546,36060,0,9,30,0,1,0,0,0,0,1,58,0
547,34774,0,12,28,0,1,0,0,0,0,0,53,0
548,31896,0,11,23,0,1,0,1,0,0,1,48,0
549,15154,0,9,25,0,0,0,0,0,0,1,49,1
550,28937,0,9,8,0,1,0,0,0,0,0,25,0
551,17774,0,9,25,0,0,0,0,0,0,0,50,1
552,82483,1,21,2,0,0,0,0,0,0,0,29,0
553,33460,0,13,19,0,1,0,0,0,0,0,38,0
554,31924,0,9,17,0,0,0,0,0,0,0,41,0
555,29837,0,9,12,0,1,0,0,0,0,0,29,0
556,2771,0,7,36,0,0,1,0,0,1,1,53,0
557,33624,1,7,17,0,1,1,0,0,0,0,30,0
558,32160,1,12,23,0,0,0,0,1,0,0,40,0
559,30599,1,10,38,0,1,0,0,0,0,1,54,1
560,28919,1,9,13,0,1,0,0,0,0,0,35,0
561,32818,0,9,26,1,0,0,0,0,0,1,44,0
562,27221,1,8,11,1,1,0,1,0,0,1,27,0
563,31570,0,9,17,0,0,0,0,0,0,0,32,0
564,23748,0,11,6,0,1,1,0,0,0,0,26,1
565,25845,1,16,21,0,1,0,0,0,0,1,49,1
566,31441,0,14,12,0,1,0,1,0,0,1,38,0
567,38314,0,9,37,0,1,0,0,0,0,1,58,0
568,29287,1,9,12,0,1,0,0,0,0,0,27,0
569,8541,1,9,29,0,0,0,0,0,1,1,59,0
570,36066,1,10,36,0,1,0,0,0,0,1,54,0
571,31315,1,9,19,0,1,0,0,0,0,0,36,0
572,14544,1,9,28,0,1,0,0,0,1,1,52,0
573,112502,1,19,29,0,1,1,0,0,0,0,55,0
574,49042,0,18,18,0,1,0,0,0,0,0,45,0
575,32449,0,9,20,0,1,0,0,0,0,1,46,0
576,43386,0,13,23,0,1,0,0,1,0,0,43,1
577,12984,1,10,33,0,0,0,0,0,0,1,52,1
578,34033,1,9,31,0,1,0,1,0,0,1,55,0
579,28195,0,10,18,0,1,0,0,0,0,1,36,1
580,15573,0,8,34,0,0,1,0,0,1,1,58,0
581,28581,0,9,12,1,1,0,0,0,0,1,30,0
582,22416,1,7,11,0,1,0,1,0,0,1,25,1
583,31982,1,9,23,0,1,0,0,0,0,1,49,0
584,20880,0,7,33,0,1,0,1,0,0,1,52,1
585,22160,0,16,18,0,1,0,0,0,0,0,42,1
586,32489,0,7,11,0,0,0,1,0,0,0,27,0
587,36588,0,9,32,0,1,0,0,0,0,1,60,0
588,10984,0,7,34,0,0,0,1,0,1,1,51,0
589,27449,1,11,9,0,1,0,0,0,0,0,29,0
590,25989,1,9,17,0,0,0,0,0,0,0,41,1
591,30286,0,10,25,1,1,0,1,0,0,0,40,0
592,39140,1,15,27,0,1,1,0,0,0,1,54,0
593,32231,1,12,21,0,0,0,0,0,0,1,40,0
594,34620,0,9,28,0,0,0,0,0,0,1,47,0
595,29011,1,9,11,0,1,0,0,0,0,0,26,0
596,12823,0,9,29,0,1,0,0,0,0,0,54,1
597,27410,1,12,5,0,1,0,0,0,0,0,25,0
598,11072,0,9,24,0,1,0,0,0,0,1,42,1
599,19302,0,9,33,0,1,0,0,0,0,0,55,1
600,10071,0,9,12,1,0,0,0,0,1,0,32,0
601,32190,0,9,23,0,1,0,1,0,0,0,41,0
602,34098,0,9,24,0,1,0,0,0,0,1,50,0
603,31546,0,14,8,0,1,0,0,1,0,0,27,0
604,33137,0,11,27,0,0,1,0,0,0,0,58,0
605,139379,1,21,6,0,1,0,0,0,0,0,35,0
606,33753,1,9,29,0,1,1,0,0,0,0,45,0
607,43299,1,16,35,0,0,0,0,0,0,1,58,0
608,39446,0,16,21,0,0,0,0,0,0,1,50,0
609,31912,0,9,22,0,1,0,0,0,0,1,37,1
610,31140,1,9,18,0,0,0,0,0,0,0,36,0
611,26001,1,9,17,0,1,0,0,0,0,0,33,1
612,33350,0,7,15,0,1,1,0,0,0,0,31,0
613,11972,0,9,36,0,1,0,0,0,0,1,58,1
614,29331,1,10,15,0,1,0,0,1,0,1,37,0
615,36974,1,14,39,1,0,0,1,0,0,1,58,0
616,9500,1,14,15,0,0,1,0,0,1,1,34,0
617,36639,1,8,34,0,0,0,1,0,0,1,59,0
618,33663,0,10,26,0,1,0,0,0,0,0,47,0
619,28965,0,9,14,1,1,0,0,0,0,1,28,0
620,24441,0,7,28,0,0,0,1,0,0,0,40,1
621,41010,0,16,24,0,1,0,0,0,0,1,45,0
622,13810,0,9,17,0,0,1,0,0,0,0,38,1
623,29416,1,12,15,0,1,0,0,0,0,0,34,0
624,37917,0,12,38,0,0,0,0,1,0,1,58,0
625,18083,0,7,27,0,1,1,0,0,0,1,54,1
626,37518,0,16,18,0,0,0,0,0,0,1,44,1
627,33670,1,15,18,0,1,0,0,0,0,1,51,1
628,33019,1,12,25,0,1,0,0,0,0,1,43,0
629,15328,0,9,31,0,1,0,0,0,0,1,49,1
630,34900,1,14,33,1,1,0,1,0,0,1,53,0
631,36410,0,15,12,0,0,1,0,0,0,0,32,0
632,33652,0,10,26,0,1,0,0,0,0,1,45,0
633,15091,0,12,14,0,0,0,0,0,1,0,32,0
634,33092,1,7,22,0,0,1,0,0,0,1,48,0
635,39786,0,7,33,0,1,1,0,0,0,1,47,0
636,15759,0,9,24,0,0,0,0,0,0,1,50,1
637,27692,0,11,7,0,0,0,0,0,0,1,26,0
638,35028,0,9,28,0,0,0,1,0,0,0,47,0
639,38834,1,15,23,0,1,0,1,0,0,0,47,0
640,29791,0,9,12,0,0,0,0,0,0,1,27,0
641,30874,0,13,13,0,0,0,0,0,0,0,36,0
642,20913,0,10,7,0,1,0,0,1,0,0,25,1
643,33351,1,14,15,0,1,0,0,0,0,0,36,0
644,40763,0,15,28,0,1,0,0,1,0,1,49,0
645,36912,0,7,30,0,1,0,1,0,0,1,52,0
646,34339,0,7,16,0,1,0,1,0,0,0,39,0
647,31521,0,9,28,0,1,0,0,0,0,1,60,1
648,12356,1,10,14,0,0,0,0,0,0,0,35,1
649,38182,0,15,15,0,1,1,0,0,0,0,37,0
650,73181,1,21,1,0,1,0,0,0,0,0,27,0
651,30424,1,10,24,1,1,0,0,0,0,1,47,0
652,32793,0,7,14,0,0,1,0,0,0,1,30,0
653,26878,1,12,6,0,1,0,0,0,0,0,25,0
654,31397,1,7,14,0,1,0,1,0,0,0,27,0
655,4696,1,7,23,0,0,0,1,0,1,1,54,0
656,4643,1,8,18,0,0,1,0,0,1,1,37,0
657,33096,0,7,19,1,0,0,1,0,0,1,40,0
658,37927,0,16,16,0,1,0,0,0,0,1,43,0
659,28807,1,11,14,0,0,0,0,0,0,0,37,0
660,15177,0,14,24,0,0,0,0,0,1,1,49,0
661,33592,0,7,15,0,1,1,0,0,0,1,35,0
662,26046,0,11,26,0,1,0,0,0,0,1,54,1
663,28966,1,9,11,0,0,0,0,0,0,1,29,0
664,34414,0,9,32,0,1,0,0,0,0,1,60,1
665,31437,0,9,19,0,0,1,0,0,0,0,39,0
666,1672,0,9,14,0,0,0,0,0,1,0,30,0
667,30029,0,11,14,0,1,0,0,0,0,1,40,0
668,15601,0,11,16,0,1,0,0,0,1,0,36,0
669,31350,1,9,18,0,1,0,0,0,0,1,43,0
670,28640,1,14,17,0,1,0,0,0,0,1,38,1
671,34558,1,10,35,0,0,1,0,0,0,0,52,0
672,32309,1,7,22,1,1,0,1,0,0,1,45,0
673,34532,1,7,25,0,1,1,0,0,0,1,50,0
674,35719,1,14,27,1,0,0,1,0,0,1,54,0
675,29766,1,9,13,0,1,0,0,0,0,1,32,0
676,29555,1,9,14,0,1,0,0,0,0,0,31,0
677,40513,1,7,40,0,1,1,0,0,0,1,59,0
678,31004,0,9,15,0,0,0,0,0,0,0,30,0
679,20359,1,11,13,0,0,0,0,0,0,0,34,1
680,68914,0,19,21,0,1,1,0,0,0,0,48,0
681,30798,1,9,19,0,1,0,0,0,0,0,45,0
682,36211,0,15,10,0,1,1,0,0,0,0,32,0
683,31746,1,11,23,0,1,0,0,0,0,1,43,0
684,31153,1,9,19,0,1,0,0,0,0,0,35,0
685,10208,1,10,29,0,1,0,0,0,0,0,54,1
686,57166,0,19,13,0,0,0,1,0,0,0,37,0
687,38338,1,16,20,0,1,0,0,0,0,1,46,0
688,10093,1,12,14,1,0,0,1,0,1,1,39,0
689,37344,1,9,37,0,0,0,0,0,0,1,60,0
690,14571,1,9,34,0,0,0,0,0,0,1,58,1
691,36675,0,7,32,1,1,0,1,0,0,0,45,0
692,42095,1,16,32,0,1,0,0,0,0,1,53,0
693,36173,1,15,18,0,1,0,0,0,0,1,48,0
694,34188,0,9,24,0,1,0,0,0,0,0,48,0
695,26705,1,11,10,0,1,1,0,0,0,1,27,0
696,55081,0,19,16,0,1,1,0,0,0,1,47,0
697,37241,0,7,31,1,1,0,1,0,0,1,43,0
698,24023,1,7,35,0,0,0,1,0,1,1,50,0
699,46317,0,17,35,1,1,0,0,1,0,1,57,0
700,39040,1,9,42,0,1,0,0,0,0,1,60,0
701,36745,1,10,38,0,1,0,0,1,0,1,57,0
702,31846,0,8,19,0,0,0,1,0,0,0,42,0
703,11916,1,12,18,0,0,0,0,0,0,1,40,1
704,38168,0,9,34,0,1,0,0,0,0,0,54,0
705,35711,1,14,28,0,1,0,1,0,0,1,55,0
706,55125,1,18,26,0,1,0,0,0,0,1,55,0
707,16272,0,10,26,0,1,0,0,0,0,0,42,1
708,29786,1,9,14,0,1,0,0,0,0,0,30,0
709,38164,1,9,39,0,1,0,0,0,0,1,53,0
710,36263,1,9,33,0,0,0,0,0,0,1,47,0
711,29354,0,8,10,0,0,1,0,0,0,0,26,0
712,28539,1,12,12,0,1,0,0,1,0,0,36,0
713,20451,0,5,36,0,0,1,1,0,0,1,49,1
714,38896,0,16,17,0,1,0,0,0,0,1,43,0
715,21126,1,9,24,0,1,0,0,0,0,1,52,1
716,33178,1,11,34,0,0,1,0,0,0,1,55,0
717,26955,1,9,8,0,1,0,1,0,0,0,26,0
718,29490,0,11,12,0,1,0,0,0,0,0,34,0
719,32326,0,19,20,0,1,0,0,0,0,1,54,1
720,35363,0,11,31,0,1,0,0,0,0,1,48,0
721,26418,1,9,21,0,1,0,0,0,0,1,49,1
722,33446,0,9,30,1,1,0,0,0,0,1,50,0
723,28971,1,9,19,0,1,0,0,0,0,1,43,1
724,33413,0,9,22,0,1,0,0,0,0,1,46,0
725,32377,0,9,23,0,1,0,1,0,0,1,41,0
726,10643,0,9,15,0,1,0,0,0,0,1,30,1
727,37229,0,9,33,0,0,0,0,0,0,1,54,0
728,35103,0,7,17,0,1,0,1,0,0,1,38,0
729,30110,0,9,14,0,1,0,0,0,0,0,33,0
730,39698,1,16,19,1,1,0,0,0,0,1,42,0
731,36623,0,7,24,0,1,1,0,0,0,1,52,0
732,32057,0,10,22,0,1,0,0,0,0,0,44,0
733,69123,1,21,12,0,0,0,0,0,0,1,43,0
734,33053,0,13,18,0,1,0,0,0,0,0,38,0
735,34291,1,7,23,0,0,1,0,0,0,1,40,0
736,56711,1,18,34,0,1,0,0,0,0,1,59,0
737,33041,0,8,27,1,0,0,1,0,0,1,44,0
738,34813,0,16,6,0,1,0,0,0,0,0,29,0
739,43367,0,15,34,0,0,0,0,0,0,1,60,0
740,31382,0,10,22,0,1,1,0,0,0,1,38,0
741,17383,1,9,10,0,0,0,0,0,0,0,28,1
742,32609,0,10,22,0,0,0,0,1,0,1,38,0
743,44305,0,7,48,0,1,1,0,0,0,1,60,0
744,33404,1,7,16,0,0,0,1,0,0,1,38,0
745,36964,1,7,36,1,1,1,0,0,0,1,53,0
746,28644,1,9,10,0,0,0,0,0,0,0,26,0
747,33953,0,9,23,0,1,0,0,0,0,1,39,0
748,36647,1,7,27,0,1,1,0,0,0,0,48,0
749,31808,0,9,19,0,1,0,0,0,0,1,34,0
750,26815,1,12,6,0,0,0,0,0,0,1,25,0
751,58521,0,18,30,0,1,0,1,0,0,0,54,0
752,28075,1,11,11,0,1,0,0,0,0,0,31,0
753,43208,1,18,3,0,0,0,0,0,0,0,27,0
754,34461,0,14,23,0,1,1,0,0,0,1,51,0
755,30140,1,8,14,0,1,0,1,0,0,0,35,0
756,18998,1,10,28,0,1,0,0,0,1,0,47,0
757,32365,0,13,17,0,1,0,0,0,0,0,42,0
758,20732,0,16,8,0,1,0,0,0,0,0,33,1
759,34812,0,9,28,0,0,0,0,0,0,0,51,0
760,2400,1,9,4,0,1,0,0,0,1,1,28,0
761,20223,0,10,21,0,0,0,0,0,1,1,39,0
762,14038,0,7,18,0,1,1,0,0,0,1,40,1
763,34731,1,10,32,0,1,0,0,0,0,0,53,0
764,36591,0,9,30,0,1,0,0,0,0,1,53,0
765,28142,0,10,8,0,1,0,0,0,0,0,26,0
766,29799,0,10,14,0,1,0,0,0,0,0,32,0
767,29477,1,10,16,0,1,0,0,0,0,1,42,0
768,39211,0,14,36,0,1,0,1,0,0,0,55,0
769,15678,0,11,38,0,1,1,0,0,0,1,56,1
770,18025,0,12,16,0,1,0,0,0,0,1,38,1
771,42855,1,16,34,0,1,0,0,0,0,1,55,0
772,37506,0,16,18,1,1,0,0,0,0,1,41,0
773,35463,0,9,28,0,1,0,0,0,0,1,54,0
774,27991,1,11,11,0,1,0,0,0,0,0,29,0
775,29662,0,9,22,0,1,0,0,0,0,1,39,1
776,33837,0,7,17,0,1,0,1,0,0,1,34,0
777,32339,0,7,16,0,1,1,0,0,0,0,38,0
778,31989,1,14,17,0,1,1,0,0,0,0,37,0
779,13356,1,14,31,0,0,1,0,0,1,0,52,0
780,31103,1,9,18,0,1,0,0,0,0,0,34,0
781,37689,1,9,39,0,0,0,0,0,0,1,60,0
782,30930,0,10,17,0,0,0,0,0,0,1,32,0
783,42388,1,16,28,0,1,0,0,0,0,1,51,0
784,35425,0,9,29,0,0,0,0,0,0,1,58,0
785,17895,0,7,27,0,1,0,1,0,0,1,44,1
786,33335,1,8,26,0,0,0,1,0,0,1,51,0
787,15681,0,8,28,0,0,0,1,0,1,1,57,0
788,37969,1,9,39,0,0,0,0,0,0,1,53,0
789,13212,1,7,10,1,1,0,1,0,0,0,26,1
790,10555,0,15,26,0,0,0,1,0,1,0,57,0
791,15658,0,10,30,1,1,0,0,0,1,1,58,0
792,30415,0,9,15,0,1,0,1,0,0,1,36,1
793,40639,0,17,6,1,0,0,1,0,0,0,30,0
794,38074,1,9,39,0,1,0,0,0,0,1,58,0
795,30459,1,8,18,0,1,1,0,0,0,0,39,0
796,32373,1,9,22,0,1,0,0,0,0,1,39,0
797,15274,0,9,26,0,0,0,1,0,1,1,54,0
798,74832,0,21,6,0,1,0,0,0,0,1,32,0
799,36221,0,15,12,0,1,0,0,0,0,0,33,0
800,12154,1,11,10,0,1,0,0,0,0,0,32,1
801,53938,1,19,2,0,0,0,0,0,0,0,27,0
802,36064,1,10,36,0,0,0,0,0,0,1,57,0
803,29764,0,13,7,0,1,0,0,0,0,0,26,0
804,33998,1,9,27,0,0,0,0,0,0,0,43,0
805,33786,1,9,28,0,0,0,0,0,0,1,48,1
806,29676,1,11,16,0,1,0,0,0,0,1,43,0
807,98406,1,19,25,0,1,1,0,0,0,0,58,0
808,31815,0,9,18,0,0,0,0,0,0,1,43,0
809,31695,1,11,23,0,1,0,0,0,0,1,50,0
810,30359,1,10,18,0,1,0,0,0,0,0,38,0
811,23983,0,8,29,1,1,1,0,0,0,1,43,1
812,17480,0,15,14,0,0,0,0,0,0,0,39,1
813,39109,1,17,18,1,1,0,0,1,0,0,52,0
814,34146,1,9,28,0,1,0,0,0,0,1,55,0
815,34934,1,9,31,0,1,0,0,0,0,1,52,0
816,25238,0,9,11,0,0,0,0,0,0,0,31,1
817,30060,1,8,14,0,0,1,0,0,0,0,29,0
818,28933,0,12,13,0,0,1,0,0,0,0,31,0
819,40674,1,15,29,0,1,1,0,0,0,1,60,0
820,38771,0,10,42,0,1,0,0,0,0,1,60,0
821,13209,0,7,40,0,1,0,1,0,0,1,55,1
822,30832,1,9,17,0,1,0,0,0,0,0,41,0
823,30228,0,11,15,0,0,0,0,0,0,1,39,0
824,16255,0,16,22,0,1,0,0,0,1,1,43,0
825,20266,0,7,19,0,0,1,0,0,0,0,33,1
826,34885,1,9,29,0,1,0,0,0,0,1,48,0
827,37837,0,9,37,0,1,0,0,0,0,1,55,0
828,32657,0,9,19,0,1,0,0,0,0,0,44,0
829,35584,1,16,9,0,1,0,0,0,0,0,30,0
830,30700,1,11,22,0,1,1,0,0,0,1,49,0
831,31665,1,9,22,0,1,0,0,0,0,1,51,0
832,22072,0,14,25,0,0,1,0,0,0,1,56,1
833,29478,0,11,13,0,1,0,0,1,0,1,32,0
834,3164,0,16,19,0,0,0,0,0,1,0,46,0
835,20717,0,9,29,0,1,0,0,0,0,1,43,1
836,25992,1,10,23,0,1,0,0,0,0,1,42,1
837,40469,0,15,29,0,1,0,0,0,0,1,58,0
838,26739,1,7,17,1,0,0,1,0,0,1,36,1
839,18125,0,10,12,0,1,0,0,1,0,0,29,1
840,36321,0,7,26,0,1,1,0,0,0,1,52,0
841,34556,0,9,23,0,0,0,0,0,0,0,39,0
842,38107,0,16,20,1,1,0,0,0,0,0,51,0
843,33188,0,15,7,0,1,1,0,0,0,0,29,0
844,13806,0,7,11,0,1,1,0,0,0,0,25,1
845,32547,1,9,22,0,0,0,0,0,0,0,43,0
846,5121,0,8,15,0,0,0,1,0,1,1,32,0
847,3876,1,7,19,0,0,1,0,0,1,1,40,0
848,25675,1,9,28,0,1,0,0,0,0,1,49,1
849,35653,1,10,35,0,0,0,0,0,0,1,55,0
850,20983,1,15,27,0,1,1,0,0,0,0,50,1
851,33955,0,11,28,0,1,0,0,1,0,1,52,0
852,31852,1,9,21,0,0,0,0,0,0,0,43,0
853,63816,1,21,12,0,0,0,0,0,0,1,41,1
854,36206,1,9,35,0,1,0,0,0,0,1,60,0
855,32134,0,7,11,0,0,1,0,0,0,1,26,0
856,27782,1,11,42,0,1,0,0,0,0,1,59,1
857,36831,1,15,29,1,1,0,0,0,0,1,53,0
858,18191,1,9,38,0,0,0,0,0,0,1,52,1
859,28386,0,11,9,0,1,0,0,0,0,1,30,0
860,15812,1,7,39,0,1,1,0,0,0,1,53,1
861,38928,0,14,34,0,0,0,1,0,0,0,53,0
862,31295,1,12,22,0,1,0,1,0,0,1,44,0
863,32693,0,9,19,0,1,0,0,0,0,0,37,0
864,33800,0,13,20,0,1,0,0,0,0,1,47,0
865,15485,0,12,25,0,1,0,0,0,0,1,54,1
866,17008,1,14,8,0,0,1,0,0,1,0,31,0
867,32204,0,9,25,1,1,0,0,0,0,1,47,0
868,39440,0,7,42,1,1,0,1,0,0,1,58,1
869,31333,0,10,21,0,1,0,0,1,0,0,38,0
870,3887,0,13,27,0,1,0,0,0,1,0,47,0
871,36832,0,7,24,0,1,0,1,0,0,0,48,0
872,31290,0,10,18,0,0,0,0,1,0,1,38,0
873,10645,1,11,21,0,1,0,1,0,0,1,39,1
874,5101,1,14,10,0,1,0,0,0,1,0,32,0
875,33989,0,13,25,0,0,0,1,0,0,0,51,0
876,30186,0,11,15,0,1,0,0,0,0,1,41,0
877,19615,1,9,35,0,1,0,0,0,0,1,58,1
878,34483,0,9,27,0,1,0,0,0,0,0,42,0
879,29423,0,10,11,0,1,0,0,0,0,0,30,0
880,22898,1,7,24,0,0,0,1,0,0,1,48,1
881,29437,1,9,35,0,1,0,0,0,0,1,51,1
882,41286,0,19,28,0,1,1,0,0,0,1,55,1
883,31307,0,16,7,0,0,0,0,0,0,0,29,1
884,29944,0,9,11,0,1,0,0,0,0,0,25,0
885,31664,0,11,20,0,1,0,0,0,0,0,37,0
886,36236,1,16,12,0,0,0,0,0,0,0,39,0
887,35604,0,9,28,0,1,0,0,0,0,0,50,0
888,33265,0,9,17,0,0,0,0,0,0,0,38,0
889,35486,0,10,31,0,1,0,0,0,0,1,52,0
890,8011,0,7,15,0,0,0,1,0,1,0,27,0
891,11647,0,7,20,0,0,0,1,0,1,0,41,0
892,32831,1,9,23,0,1,0,0,0,0,0,47,0
893,1985,1,9,14,0,1,0,0,0,1,0,36,0
894,17537,0,8,28,0,0,0,1,0,0,0,46,1
895,31314,1,9,14,0,0,0,0,0,0,0,37,0
896,27893,1,13,25,0,1,0,0,0,0,1,43,1
897,26058,1,11,5,0,1,0,0,0,0,0,25,0
898,33380,1,9,25,0,1,0,0,0,0,1,55,0
899,12388,0,8,17,0,1,0,1,0,0,0,39,1
900,36019,0,10,33,0,1,0,0,0,0,0,54,0
901,34075,0,7,16,0,0,0,1,0,0,0,36,0
902,32390,1,9,22,0,1,0,0,0,0,0,45,0
903,33613,0,10,28,0,1,0,1,0,0,1,52,0
904,33564,0,10,25,0,1,0,0,0,0,1,48,0
905,14814,0,9,12,0,0,0,0,0,1,1,28,0
906,15819,1,10,23,0,0,0,0,0,0,0,52,1
907,34151,0,9,26,0,0,0,0,0,0,1,53,0
908,74451,1,21,5,0,1,0,0,0,0,0,31,0
909,36516,1,15,14,0,0,1,0,0,0,1,41,0
910,31863,1,12,22,0,1,0,0,0,0,1,48,0
911,35662,0,10,32,0,0,0,0,0,0,1,55,0
912,20008,1,9,33,0,0,0,0,0,0,1,51,1
913,35342,1,9,28,0,1,0,0,0,0,0,52,0
914,32808,1,9,26,0,0,1,0,0,0,0,41,0
915,16920,1,10,8,0,0,0,0,1,0,0,27,1
916,17145,1,15,10,0,0,1,0,0,1,0,31,0
917,16613,0,9,29,0,1,0,0,0,0,1,60,1
918,27854,1,11,10,0,0,0,0,0,0,0,31,0
919,14937,1,7,29,0,0,1,0,0,0,1,43,1
920,50410,1,18,27,0,1,0,0,1,0,0,60,0
921,31563,1,7,10,0,0,0,1,0,0,1,25,0
922,41187,1,16,27,0,1,0,0,0,0,1,60,0
923,31797,0,7,31,0,1,0,1,0,0,1,47,1
924,40638,0,15,28,0,1,0,1,0,0,0,52,0
925,36234,0,16,9,0,1,0,0,0,0,1,35,0
926,40741,1,16,15,0,1,0,0,0,0,0,37,0
927,45196,0,17,18,0,1,0,0,0,0,1,50,0
928,36760,1,8,42,1,1,0,1,0,0,1,56,0
929,32434,0,13,15,0,1,0,0,0,0,1,37,0
930,39492,1,15,24,0,1,0,1,0,0,0,45,0
931,36047,0,12,32,0,0,0,0,0,0,1,58,0
932,270372,0,21,11,0,1,0,0,0,0,0,37,0
933,31388,1,9,18,0,1,0,0,0,0,1,40,0
934,25451,1,8,28,0,1,1,0,0,0,1,47,1
935,39906,1,16,24,0,1,0,0,0,0,0,58,0
936,31838,1,14,11,0,1,0,0,0,0,0,37,0
937,29407,1,11,15,0,1,0,0,0,0,0,39,0
938,14583,1,10,17,0,1,1,0,0,0,1,39,1
939,46813,1,18,3,0,1,0,0,1,0,0,28,0
940,36381,1,9,35,0,1,0,0,0,0,1,55,0
941,31846,1,12,20,0,0,0,0,1,0,1,47,0
942,25065,1,8,22,0,1,1,0,0,0,0,38,1
943,31959,0,14,9,0,1,0,0,0,0,1,31,0
944,13527,1,9,15,0,0,0,0,0,0,0,35,1
945,4321,1,9,31,0,0,0,0,0,1,0,51,0
946,78642,1,21,18,0,1,0,0,0,0,0,50,0
947,21758,0,10,32,0,0,0,1,0,0,1,58,1
948,8424,0,10,22,0,1,0,0,0,1,0,37,0
949,34845,1,15,11,0,1,1,0,0,0,0,35,0
950,21493,0,9,26,0,0,0,0,0,0,1,45,1
951,33846,1,9,35,0,0,1,0,0,0,1,49,1
952,32364,1,10,24,0,1,0,0,0,0,1,52,0
953,6352,1,9,15,0,1,0,0,0,1,1,58,0
954,35289,1,9,30,0,0,0,0,0,0,1,48,0
955,24280,0,9,14,0,0,1,0,0,0,0,36,1
956,55872,1,18,4,0,0,0,0,0,0,0,28,0
957,35149,0,9,26,0,1,0,0,0,0,1,53,0
958,9627,0,13,9,0,0,0,0,0,0,0,33,1
959,34171,1,16,6,0,1,0,0,0,0,0,29,0
960,30002,0,9,15,0,0,0,1,0,0,0,30,0
