year,origin,destin,id,dist,passen,fare,bmktshr
1999,"ATLANTA, GA","PITTSBURGH, PA",89,526,573,218,.5438
2000,"ATLANTA, GA","PITTSBURGH, PA",89,526,803,137,.4657
1997,"ATLANTA, GA","PORTLAND, OR",90,2173,327,272,.69949996
1998,"ATLANTA, GA","PORTLAND, OR",90,2173,341,286,.70249999
1999,"ATLANTA, GA","PORTLAND, OR",90,2173,311,310,.66860002
2000,"ATLANTA, GA","PORTLAND, OR",90,2173,353,320,.67940003
1997,"ATLANTA, GA","PROVIDENCE, RI",91,904,224,274,.79320002
1998,"ATLANTA, GA","PROVIDENCE, RI",91,904,197,269,.81370002
1999,"ATLANTA, GA","PROVIDENCE, RI",91,904,175,250,.77579999
2000,"ATLANTA, GA","PROVIDENCE, RI",91,904,230,230,.83429998
1997,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1091,144,.67430001
1998,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1297,110,.70179999
1999,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1441,103,.65459996
2000,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1411,117,.55269998
1997,"ATLANTA, GA","RICHMOND, VA",93,481,436,230,.9461
1998,"ATLANTA, GA","RICHMOND, VA",93,481,721,115,.75800002
1999,"ATLANTA, GA","RICHMOND, VA",93,481,552,175,.90279996
2000,"ATLANTA, GA","RICHMOND, VA",93,481,535,194,.94269997
1997,"ATLANTA, GA","ROCHESTER, NY",94,750,211,206,.78550005
1998,"ATLANTA, GA","ROCHESTER, NY",94,750,211,193,.82809997
1999,"ATLANTA, GA","ROCHESTER, NY",94,750,163,218,.76519996
2000,"ATLANTA, GA","ROCHESTER, NY",94,750,193,197,.80610001
1997,"ATLANTA, GA","SACRAMENTO, CA",95,2094,190,272,.67010003
1998,"ATLANTA, GA","SACRAMENTO, CA",95,2094,229,248,.65429997
1999,"ATLANTA, GA","SACRAMENTO, CA",95,2094,218,285,.5
2000,"ATLANTA, GA","SACRAMENTO, CA",95,2094,244,305,.588
1997,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,433,241,.7586
1998,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,487,240,.70660001
1999,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,467,252,.65470004
2000,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,530,234,.62950003
1997,"ATLANTA, GA","SAN ANTONIO, TX",97,874,368,203,.71959996
1998,"ATLANTA, GA","SAN ANTONIO, TX",97,874,396,201,.81349999
1999,"ATLANTA, GA","SAN ANTONIO, TX",97,874,435,196,.75639999
2000,"ATLANTA, GA","SAN ANTONIO, TX",97,874,418,224,.72980005
1997,"ATLANTA, GA","SAN DIEGO, CA",98,1892,440,268,.64169997
1998,"ATLANTA, GA","SAN DIEGO, CA",98,1892,436,298,.67900002
1999,"ATLANTA, GA","SAN DIEGO, CA",98,1892,485,296,.57060003
2000,"ATLANTA, GA","SAN DIEGO, CA",98,1892,523,303,.64819998
1997,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1185,306,.63480002
1998,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1045,341,.67699999
1999,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1081,361,.59790003
2000,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1237,370,.63849998
1997,"ATLANTA, GA","SAN JOSE, CA",100,2117,265,344,.6117
1998,"ATLANTA, GA","SAN JOSE, CA",100,2117,258,357,.56880003
1999,"ATLANTA, GA","SAN JOSE, CA",100,2117,291,366,.5492
2000,"ATLANTA, GA","SAN JOSE, CA",100,2117,372,407,.57609999
1997,"ATLANTA, GA","SANTA ANA, CA",101,1920,276,359,.63150001
1998,"ATLANTA, GA","SANTA ANA, CA",101,1920,293,357,.63770002
1999,"ATLANTA, GA","SANTA ANA, CA",101,1920,284,358,.58810002
2000,"ATLANTA, GA","SANTA ANA, CA",101,1920,341,347,.59669995
1997,"ATLANTA, GA","SAVANNAH, GA",102,215,351,90,.89039999
1998,"ATLANTA, GA","SAVANNAH, GA",102,215,439,87,.68970001
1999,"ATLANTA, GA","SAVANNAH, GA",102,215,478,79,.74110001
2000,"ATLANTA, GA","SAVANNAH, GA",102,215,453,97,.74870002
1997,"ATLANTA, GA","SEATTLE, WA",103,2183,578,272,.5654
1998,"ATLANTA, GA","SEATTLE, WA",103,2183,562,314,.667
1999,"ATLANTA, GA","SEATTLE, WA",103,2183,532,318,.5654
2000,"ATLANTA, GA","SEATTLE, WA",103,2183,607,343,.60299999
1997,"ATLANTA, GA","ST. LOUIS, MO",104,483,647,203,.49810001
1998,"ATLANTA, GA","ST. LOUIS, MO",104,483,674,200,.4962
1999,"ATLANTA, GA","ST. LOUIS, MO",104,483,660,209,.51319999
2000,"ATLANTA, GA","ST. LOUIS, MO",104,483,707,226,.4937
1997,"ATLANTA, GA","SYRACUSE, NY",105,794,184,222,.7597
1998,"ATLANTA, GA","SYRACUSE, NY",105,794,197,192,.80320001
1999,"ATLANTA, GA","SYRACUSE, NY",105,794,190,206,.74940002
2000,"ATLANTA, GA","SYRACUSE, NY",105,794,198,202,.77079999
1997,"ATLANTA, GA","TAMPA, FL",106,406,1768,114,.80730003
1998,"ATLANTA, GA","TAMPA, FL",106,406,1894,113,.78839993
1999,"ATLANTA, GA","TAMPA, FL",106,406,1875,126,.74040002
2000,"ATLANTA, GA","TAMPA, FL",106,406,1769,135,.6947
1997,"ATLANTA, GA","TULSA, OK",107,674,213,202,.7902
1998,"ATLANTA, GA","TULSA, OK",107,674,239,187,.79480004
1999,"ATLANTA, GA","TULSA, OK",107,674,213,194,.78470004
2000,"ATLANTA, GA","TULSA, OK",107,674,188,233,.75459999
1997,"ATLANTA, GA","VALPARAISO, FL",108,264,135,103,.5808
1998,"ATLANTA, GA","VALPARAISO, FL",108,264,195,80,.7561
1999,"ATLANTA, GA","VALPARAISO, FL",108,264,225,95,.7414
2000,"ATLANTA, GA","VALPARAISO, FL",108,264,217,112,.68099999
1997,"ATLANTA, GA","WASHINGTON, DC",109,540,2546,174,.7385
1998,"ATLANTA, GA","WASHINGTON, DC",109,540,3175,145,.71669996
1999,"ATLANTA, GA","WASHINGTON, DC",109,540,3568,131,.51520002
2000,"ATLANTA, GA","WASHINGTON, DC",109,540,3195,185,.5607
1997,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,686,115,.85040003
1998,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,628,127,.97370005
1999,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,583,156,.97589993
2000,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,557,159,.96940005
1997,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,163,62,.93849999
1998,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,10,190,.94569999
1999,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,4,206,.88889998
2000,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,5,241,.95829999
1997,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,168,56,.95789999
1998,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,118,67,.96769994
1999,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,80,84,.96730006
2000,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,3,252,1
1997,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,167,58,.97780001
1998,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,84,64,.97940004
1999,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,4,159,.81819999
2000,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,2,228,.70589995
1997,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,268,83,.98460001
1998,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,387,109,.99190003
1999,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,394,121,.99480003
2000,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,365,119,.99349999
1997,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,190,37,1
1998,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,66,83,.98360002
1999,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,123,86,1
2000,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,130,88,.99830002
1997,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,219,75,.96429998
1998,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,332,108,.98460001
1999,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,444,111,.99089998
2000,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,377,114,.99339998
1997,"AUSTIN, TX","BALTIMORE, MD",117,1342,210,162,.30579999
1998,"AUSTIN, TX","BALTIMORE, MD",117,1342,224,175,.35709998
1999,"AUSTIN, TX","BALTIMORE, MD",117,1342,293,177,.31780002
2000,"AUSTIN, TX","BALTIMORE, MD",117,1342,436,183,.5248
1997,"AUSTIN, TX","BOSTON, MA",118,1695,291,241,.62580001
1998,"AUSTIN, TX","BOSTON, MA",118,1695,264,240,.55559999
1999,"AUSTIN, TX","BOSTON, MA",118,1695,238,350,.48720002
2000,"AUSTIN, TX","BOSTON, MA",118,1695,252,378,.3696
1997,"AUSTIN, TX","CHICAGO, IL",119,972,520,180,.61189997
1998,"AUSTIN, TX","CHICAGO, IL",119,972,557,191,.64480001
1999,"AUSTIN, TX","CHICAGO, IL",119,972,604,207,.58880001
2000,"AUSTIN, TX","CHICAGO, IL",119,972,645,246,.56340003
1997,"AUSTIN, TX","DALLAS, TX",120,183,1910,77,.71160007
1998,"AUSTIN, TX","DALLAS, TX",120,183,2077,76,.51789999
1999,"AUSTIN, TX","DALLAS, TX",120,183,2070,82,.59500003
2000,"AUSTIN, TX","DALLAS, TX",120,183,2035,95,.77839994
1997,"AUSTIN, TX","DENVER, CO",121,769,269,203,.48380002
1998,"AUSTIN, TX","DENVER, CO",121,769,289,243,.55610001
1999,"AUSTIN, TX","DENVER, CO",121,769,309,265,.5104
2000,"AUSTIN, TX","DENVER, CO",121,769,413,266,.5772
1997,"AUSTIN, TX","EL PASO, TX",122,525,373,109,.92949998
1998,"AUSTIN, TX","EL PASO, TX",122,525,348,121,.95410001
1999,"AUSTIN, TX","EL PASO, TX",122,525,382,116,.89910007
2000,"AUSTIN, TX","EL PASO, TX",122,525,353,125,.94139999
1997,"AUSTIN, TX","HARLINGEN, TX",123,280,200,65,.94569999
1998,"AUSTIN, TX","HARLINGEN, TX",123,280,197,71,.98449999
1999,"AUSTIN, TX","HARLINGEN, TX",123,280,198,67,.97300005
2000,"AUSTIN, TX","HARLINGEN, TX",123,280,208,74,.98540002
1997,"AUSTIN, TX","HOUSTON, TX",124,152,975,76,.75699997
1998,"AUSTIN, TX","HOUSTON, TX",124,152,910,80,.76589996
1999,"AUSTIN, TX","HOUSTON, TX",124,152,921,78,.71589994
2000,"AUSTIN, TX","HOUSTON, TX",124,152,963,83,.70679998
1997,"AUSTIN, TX","LAS VEGAS, NV",125,1085,505,112,.61080003
1998,"AUSTIN, TX","LAS VEGAS, NV",125,1085,433,134,.67230004
1999,"AUSTIN, TX","LAS VEGAS, NV",125,1085,498,136,.72680002
2000,"AUSTIN, TX","LAS VEGAS, NV",125,1085,484,150,.71510005
1997,"AUSTIN, TX","LOS ANGELES, CA",126,1238,344,180,.4091
1998,"AUSTIN, TX","LOS ANGELES, CA",126,1238,396,182,.57770002
1999,"AUSTIN, TX","LOS ANGELES, CA",126,1238,520,169,.48900002
2000,"AUSTIN, TX","LOS ANGELES, CA",126,1238,506,197,.44479999
1997,"AUSTIN, TX","LUBBOCK, TX",127,335,292,81,.95339996
1998,"AUSTIN, TX","LUBBOCK, TX",127,335,284,89,.95679998
1999,"AUSTIN, TX","LUBBOCK, TX",127,335,284,90,.95749998
2000,"AUSTIN, TX","LUBBOCK, TX",127,335,290,95,.95160002
1997,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,198,79,.97190005
1998,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,155,86,.97120005
1999,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,179,86,.97019994
2000,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,163,90,.98199999
1997,"AUSTIN, TX","NASHVILLE, TN",129,754,201,109,.70999998
1998,"AUSTIN, TX","NASHVILLE, TN",129,754,208,120,.76480001
1999,"AUSTIN, TX","NASHVILLE, TN",129,754,251,121,.74050003
2000,"AUSTIN, TX","NASHVILLE, TN",129,754,257,141,.77760005
1997,"AUSTIN, TX","NEW ORLEANS, LA",130,446,188,116,.5442
1998,"AUSTIN, TX","NEW ORLEANS, LA",130,446,191,129,.62669998
1999,"AUSTIN, TX","NEW ORLEANS, LA",130,446,212,128,.62759995
2000,"AUSTIN, TX","NEW ORLEANS, LA",130,446,215,141,.67730004
1997,"AUSTIN, TX","NEW YORK, NY",131,1509,554,267,.45720002
1998,"AUSTIN, TX","NEW YORK, NY",131,1509,530,283,.4039
1999,"AUSTIN, TX","NEW YORK, NY",131,1509,619,346,.42950001
2000,"AUSTIN, TX","NEW YORK, NY",131,1509,679,373,.4375
1997,"AUSTIN, TX","ORLANDO, FL",132,996,230,146,.42640001
1998,"AUSTIN, TX","ORLANDO, FL",132,996,236,152,.39590001
1999,"AUSTIN, TX","ORLANDO, FL",132,996,270,159,.35099998
2000,"AUSTIN, TX","ORLANDO, FL",132,996,285,171,.41439998
1997,"AUSTIN, TX","PHOENIX, AZ",133,868,552,134,.50400001
1998,"AUSTIN, TX","PHOENIX, AZ",133,868,459,136,.51410002
1999,"AUSTIN, TX","PHOENIX, AZ",133,868,568,138,.46650001
2000,"AUSTIN, TX","PHOENIX, AZ",133,868,580,147,.51450002
1997,"AUSTIN, TX","SAN DIEGO, CA",134,1163,221,150,.2863
1998,"AUSTIN, TX","SAN DIEGO, CA",134,1163,235,157,.33130002
1999,"AUSTIN, TX","SAN DIEGO, CA",134,1163,240,166,.3321
2000,"AUSTIN, TX","SAN DIEGO, CA",134,1163,305,179,.51279998
1997,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,255,207,.36590001
1998,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,239,208,.40549999
1999,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,297,226,.37189999
2000,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,346,238,.3978
1997,"AUSTIN, TX","SAN JOSE, CA",136,1471,477,238,.80680001
1998,"AUSTIN, TX","SAN JOSE, CA",136,1471,513,210,.87830001
1999,"AUSTIN, TX","SAN JOSE, CA",136,1471,567,244,.7942
2000,"AUSTIN, TX","SAN JOSE, CA",136,1471,684,278,.80370003
1997,"AUSTIN, TX","SEATTLE, WA",137,1764,171,198,.34200001
1998,"AUSTIN, TX","SEATTLE, WA",137,1764,197,188,.33020002
1999,"AUSTIN, TX","SEATTLE, WA",137,1764,212,199,.25729999
2000,"AUSTIN, TX","SEATTLE, WA",137,1764,246,219,.24450001
1997,"AUSTIN, TX","ST. LOUIS, MO",138,718,211,159,.56880003
1998,"AUSTIN, TX","ST. LOUIS, MO",138,718,189,164,.57800001
1999,"AUSTIN, TX","ST. LOUIS, MO",138,718,210,176,.45970002
2000,"AUSTIN, TX","ST. LOUIS, MO",138,718,217,191,.4682
1997,"AUSTIN, TX","WASHINGTON, DC",139,1308,340,227,.52749997
1998,"AUSTIN, TX","WASHINGTON, DC",139,1308,352,211,.42520002
1999,"AUSTIN, TX","WASHINGTON, DC",139,1308,336,291,.36150002
2000,"AUSTIN, TX","WASHINGTON, DC",139,1308,305,347,.3055
1997,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,391,100,.69639999
1998,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,417,97,.78110003
1999,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,460,103,.78470004
2000,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,481,112,.80599999
1997,"BALTIMORE, MD","BOSTON, MA",141,370,854,131,.95249999
1998,"BALTIMORE, MD","BOSTON, MA",141,370,703,142,.96469998
1999,"BALTIMORE, MD","BOSTON, MA",141,370,708,142,.96300006
2000,"BALTIMORE, MD","BOSTON, MA",141,370,697,150,.96269995
1997,"BALTIMORE, MD","CHARLOTTE, NC",142,360,240,248,.94059998
1998,"BALTIMORE, MD","CHARLOTTE, NC",142,360,276,241,.935
1999,"BALTIMORE, MD","CHARLOTTE, NC",142,360,275,237,.95029998
2000,"BALTIMORE, MD","CHARLOTTE, NC",142,360,264,258,.91790003
1997,"BALTIMORE, MD","CHICAGO, IL",143,611,2634,101,.40130001
1998,"BALTIMORE, MD","CHICAGO, IL",143,611,2698,103,.40450001
1999,"BALTIMORE, MD","CHICAGO, IL",143,611,2706,106,.36840001
2000,"BALTIMORE, MD","CHICAGO, IL",143,611,2613,120,.36919999
1997,"BALTIMORE, MD","CINCINNATI, OH",144,430,142,256,.88279998
1998,"BALTIMORE, MD","CINCINNATI, OH",144,430,174,226,.80110002
1999,"BALTIMORE, MD","CINCINNATI, OH",144,430,153,257,.82169998
2000,"BALTIMORE, MD","CINCINNATI, OH",144,430,192,225,.69870001
1997,"BALTIMORE, MD","CLEVELAND, OH",145,314,1144,72,.50870001
1998,"BALTIMORE, MD","CLEVELAND, OH",145,314,1071,67,.38959998
1999,"BALTIMORE, MD","CLEVELAND, OH",145,314,1355,61,.39310002
2000,"BALTIMORE, MD","CLEVELAND, OH",145,314,1333,68,.39349997
1997,"BALTIMORE, MD","COLUMBUS, OH",146,337,112,146,.5068
1998,"BALTIMORE, MD","COLUMBUS, OH",146,337,116,173,.461
1999,"BALTIMORE, MD","COLUMBUS, OH",146,337,93,134,.4052
2000,"BALTIMORE, MD","COLUMBUS, OH",146,337,53,183,.39180002
1997,"BALTIMORE, MD","DALLAS, TX",147,1217,499,269,.69449997
1998,"BALTIMORE, MD","DALLAS, TX",147,1217,482,278,.72160006
1999,"BALTIMORE, MD","DALLAS, TX",147,1217,504,267,.65569997
2000,"BALTIMORE, MD","DALLAS, TX",147,1217,554,320,.61180001
1997,"BALTIMORE, MD","DENVER, CO",148,1491,351,245,.68779999
1998,"BALTIMORE, MD","DENVER, CO",148,1491,590,229,.68620002
1999,"BALTIMORE, MD","DENVER, CO",148,1491,703,236,.64649999
2000,"BALTIMORE, MD","DENVER, CO",148,1491,587,254,.57499999
1997,"BALTIMORE, MD","DETROIT, MI",149,408,757,102,.92879999
1998,"BALTIMORE, MD","DETROIT, MI",149,408,1134,96,.62900001
1999,"BALTIMORE, MD","DETROIT, MI",149,408,928,113,.76239997
2000,"BALTIMORE, MD","DETROIT, MI",149,408,811,152,.83649999
1997,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,911,118,.49330002
1998,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,976,120,.54460001
1999,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,1070,116,.54259998
2000,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,1116,124,.54250002
1997,"BALTIMORE, MD","FT. MYERS, FL",151,921,123,145,.53830004
1998,"BALTIMORE, MD","FT. MYERS, FL",151,921,120,147,.63639998
1999,"BALTIMORE, MD","FT. MYERS, FL",151,921,102,158,.52830005
2000,"BALTIMORE, MD","FT. MYERS, FL",151,921,218,140,.73640001
1997,"BALTIMORE, MD","HARTFORD, CT",152,283,248,149,.97110003
1998,"BALTIMORE, MD","HARTFORD, CT",152,283,238,147,.97400004
1999,"BALTIMORE, MD","HARTFORD, CT",152,283,703,72,.70459998
2000,"BALTIMORE, MD","HARTFORD, CT",152,283,1202,62,.70410001
1997,"BALTIMORE, MD","HOUSTON, TX",153,1235,868,175,.60000002
1998,"BALTIMORE, MD","HOUSTON, TX",153,1235,751,181,.5625
1999,"BALTIMORE, MD","HOUSTON, TX",153,1235,873,182,.55320001
2000,"BALTIMORE, MD","HOUSTON, TX",153,1235,939,198,.52689999
1997,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,330,134,.72250003
1998,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,192,136,.509
1999,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,228,142,.43540001
2000,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,463,106,.67750001
1997,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,432,110,.50139999
1998,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,521,103,.53680003
1999,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,623,99,.5183
2000,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,646,103,.54900002
1997,"BALTIMORE, MD","KANSAS CITY, MO",156,967,451,133,.38159999
1998,"BALTIMORE, MD","KANSAS CITY, MO",156,967,538,132,.61549997
1999,"BALTIMORE, MD","KANSAS CITY, MO",156,967,499,140,.68150002
2000,"BALTIMORE, MD","KANSAS CITY, MO",156,967,477,153,.69679999
1997,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,548,158,.2721
1998,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,651,167,.44310001
1999,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,1068,152,.47669998
2000,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,990,159,.4973
1997,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,976,240,.49380001
1998,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,1068,223,.45089999
1999,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,1409,215,.34759998
2000,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,1440,218,.41639999
1997,"BALTIMORE, MD","LOUISVILLE, KY",159,495,598,70,.84230006
1998,"BALTIMORE, MD","LOUISVILLE, KY",159,495,637,76,.88609999
1999,"BALTIMORE, MD","LOUISVILLE, KY",159,495,684,74,.84580004
2000,"BALTIMORE, MD","LOUISVILLE, KY",159,495,684,77,.87709999
1997,"BALTIMORE, MD","MIAMI, FL",160,946,238,174,.63959998
1998,"BALTIMORE, MD","MIAMI, FL",160,946,430,139,.699
1999,"BALTIMORE, MD","MIAMI, FL",160,946,396,134,.69660002
2000,"BALTIMORE, MD","MIAMI, FL",160,946,411,142,.6785
1997,"BALTIMORE, MD","MINNEAPOLIS, MN",161,936,256,288,.80849999
1998,"BALTIMORE, MD","MINNEAPOLIS, MN",161,936,314,277,.81739998
1999,"BALTIMORE, MD","MINNEAPOLIS, MN",161,936,271,293,.81410003
2000,"BALTIMORE, MD","MINNEAPOLIS, MN",161,936,300,278,.76269996
1997,"BALTIMORE, MD","NASHVILLE, TN",162,587,723,84,.85420001
1998,"BALTIMORE, MD","NASHVILLE, TN",162,587,823,85,.89039999
1999,"BALTIMORE, MD","NASHVILLE, TN",162,587,847,89,.86980003
2000,"BALTIMORE, MD","NASHVILLE, TN",162,587,1014,94,.8926
1997,"BALTIMORE, MD","NEW ORLEANS, LA",163,998,462,129,.4813
1998,"BALTIMORE, MD","NEW ORLEANS, LA",163,998,465,124,.49160001
1999,"BALTIMORE, MD","NEW ORLEANS, LA",163,998,577,120,.5327
2000,"BALTIMORE, MD","NEW ORLEANS, LA",163,998,649,131,.52319998
1997,"BALTIMORE, MD","NEW YORK, NY",164,182,507,149,.56849998
1998,"BALTIMORE, MD","NEW YORK, NY",164,182,467,146,.57029998
1999,"BALTIMORE, MD","NEW YORK, NY",164,182,470,152,.56830001
2000,"BALTIMORE, MD","NEW YORK, NY",164,182,369,178,.60780001
1997,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,185,156,.278
1998,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,187,160,.2676
1999,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,213,154,.3136
2000,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,211,168,.30520001
1997,"BALTIMORE, MD","OMAHA, NE",166,1028,121,132,.26680002
1998,"BALTIMORE, MD","OMAHA, NE",166,1028,124,141,.31290001
1999,"BALTIMORE, MD","OMAHA, NE",166,1028,138,142,.26790002
2000,"BALTIMORE, MD","OMAHA, NE",166,1028,128,148,.25490001
1997,"BALTIMORE, MD","ONTARIO, CA",167,2288,157,194,.2536
1998,"BALTIMORE, MD","ONTARIO, CA",167,2288,125,208,.21950001
1999,"BALTIMORE, MD","ONTARIO, CA",167,2288,211,184,.22709998
2000,"BALTIMORE, MD","ONTARIO, CA",167,2288,235,184,.2757
1997,"BALTIMORE, MD","ORLANDO, FL",168,787,1273,110,.53670001
1998,"BALTIMORE, MD","ORLANDO, FL",168,787,1356,104,.65730006
1999,"BALTIMORE, MD","ORLANDO, FL",168,787,1551,104,.58399999
2000,"BALTIMORE, MD","ORLANDO, FL",168,787,1643,114,.61729997
1997,"BALTIMORE, MD","PHOENIX, AZ",169,1999,765,162,.23120001
1998,"BALTIMORE, MD","PHOENIX, AZ",169,1999,835,173,.41349998
1999,"BALTIMORE, MD","PHOENIX, AZ",169,1999,1059,164,.42900002
2000,"BALTIMORE, MD","PHOENIX, AZ",169,1999,1108,171,.4409
1997,"BALTIMORE, MD","PORTLAND, OR",170,2362,206,218,.3414
1998,"BALTIMORE, MD","PORTLAND, OR",170,2362,237,228,.2969
1999,"BALTIMORE, MD","PORTLAND, OR",170,2362,333,191,.29639998
2000,"BALTIMORE, MD","PORTLAND, OR",170,2362,347,190,.2059
1997,"BALTIMORE, MD","PROVIDENCE, RI",171,328,1557,55,.72239995
1998,"BALTIMORE, MD","PROVIDENCE, RI",171,328,1864,58,.64819998
1999,"BALTIMORE, MD","PROVIDENCE, RI",171,328,1998,60,.69510001
2000,"BALTIMORE, MD","PROVIDENCE, RI",171,328,2165,65,.68430001
1997,"BALTIMORE, MD","SALT LAKE CITY, UT",172,1866,316,165,.26109999
1998,"BALTIMORE, MD","SALT LAKE CITY, UT",172,1866,275,179,.27340001
1999,"BALTIMORE, MD","SALT LAKE CITY, UT",172,1866,342,161,.3028
2000,"BALTIMORE, MD","SALT LAKE CITY, UT",172,1866,354,178,.2915
1997,"BALTIMORE, MD","SAN ANTONIO, TX",173,1408,314,177,.25229999
1998,"BALTIMORE, MD","SAN ANTONIO, TX",173,1408,347,176,.41589999
1999,"BALTIMORE, MD","SAN ANTONIO, TX",173,1408,450,155,.4804
2000,"BALTIMORE, MD","SAN ANTONIO, TX",173,1408,403,172,.4711
1997,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,552,183,.20729999
1998,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,584,193,.18520001
1999,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,680,185,.16049999
2000,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,764,193,.1918
1997,"BALTIMORE, MD","SAN FRANCISCO, CA",175,2458,737,271,.4163
1998,"BALTIMORE, MD","SAN FRANCISCO, CA",175,2458,832,252,.41759998
1999,"BALTIMORE, MD","SAN FRANCISCO, CA",175,2458,1053,256,.37020001
2000,"BALTIMORE, MD","SAN FRANCISCO, CA",175,2458,1107,255,.45089999
1997,"BALTIMORE, MD","SAN JOSE, CA",176,2441,310,182,.30340001
1998,"BALTIMORE, MD","SAN JOSE, CA",176,2441,265,194,.33020002
1999,"BALTIMORE, MD","SAN JOSE, CA",176,2441,303,220,.26700002
2000,"BALTIMORE, MD","SAN JOSE, CA",176,2441,340,240,.22930001
1997,"BALTIMORE, MD","SEATTLE, WA",177,2337,479,190,.2552
1998,"BALTIMORE, MD","SEATTLE, WA",177,2337,510,204,.27969998
1999,"BALTIMORE, MD","SEATTLE, WA",177,2337,570,199,.213
2000,"BALTIMORE, MD","SEATTLE, WA",177,2337,589,209,.2298
