Date,state,LaborForce,UnemploymentRate
2001-03-01,California,17104065,4.9
2001-03-01,Colorado,2373609,3
2001-03-01,Connecticut,1761533,2.9
2001-03-01,Delaware,422600,3.6
2001-03-01,Florida,8031769,4
2001-03-01,Georgia,4264672,3.6
2001-03-01,Hawaii,611587,4.2
2001-03-01,Idaho,672745,4.8
2001-03-01,Illinois,6492605,5
2001-03-01,Indiana,3141853,3.7
2001-03-01,Iowa,1605481,3.2
2001-03-01,Kansas,1391756,4
2001-03-01,Kentucky,1965609,4.7
2001-03-01,Louisiana,2041778,5.7
2001-03-01,Maine,674428,3.5
2001-03-01,Maryland,2829343,3.6
2001-03-01,Massachusetts,3370114,3.2
2001-03-01,Michigan,5165199,4.7
2001-03-01,Minnesota,2843436,3.5
2001-03-01,Mississippi,1303285,5
2001-03-01,Missouri,3015806,4.4
2001-03-01,Montana,467168,4.6
2001-03-01,Nebraska,949568,3
2001-03-01,Nevada,1103948,4.8
2001-03-01,New Hampshire,697409,2.9
2001-03-01,New Mexico,856320,4.9
2001-03-01,New York,9141552,4.2
2001-03-01,New jersey,4266725,3.7
2001-03-01,North Carolina,4208650,4.8
2001-03-01,North Dakota,343952,2.8
2001-03-01,Ohio,5813427,3.8
2001-03-01,Oklahoma,1670596,3.1
2001-03-01,Oregon,1821160,5.6
2001-03-01,Pennsylvania,6173158,4.4
2001-03-01,Rhode island,544091,4.3
2001-03-01,South Carolina,1959685,4.7
2001-03-01,South Dakota,411194,2.9
2001-03-01,Tennessee,2854268,4
2001-03-01,Texas,10490731,4.3
2001-03-01,Utah,1160545,4
2001-03-01,Vermont,335433,3.1
2001-03-01,Virginia,3667561,2.6
2001-03-01,Washington,3044886,5.8
2001-03-01,West Virginia,812769,5.1
2001-03-01,Wisconsin,3014355,4.2
2001-03-01,Wyoming,269102,3.8
2001-04-01,Alabama,2117985,4.7
2001-04-01,Alaska,320485,6.3
2001-04-01,Arizona,2566426,4.3
2001-04-01,Arkansas,1252520,4.8
2001-04-01,California,17103944,5
2001-04-01,Colorado,2375054,3.1
2001-04-01,Connecticut,1760989,3.1
2001-04-01,Delaware,422292,3.4
2001-04-01,Florida,8038229,4.1
2001-04-01,Georgia,4259280,3.7
2001-04-01,Hawaii,611891,4.2
2001-04-01,Idaho,674888,4.9
2001-04-01,Illinois,6484184,5.1
2001-04-01,Indiana,3138325,3.8
2001-04-01,Iowa,1606442,3.2
2001-04-01,Kansas,1389719,4
2001-04-01,Kentucky,1962099,4.8
2001-04-01,Louisiana,2036215,5.5
2001-04-01,Maine,674575,3.7
2001-04-01,Maryland,2828897,3.6
2001-04-01,Massachusetts,3374246,3.4
2001-04-01,Michigan,5152596,4.8
2001-04-01,Minnesota,2843564,3.6
2001-04-01,Mississippi,1299370,5.1
2001-04-01,Missouri,3010928,4.4
2001-04-01,Montana,467098,4.6
2001-04-01,Nebraska,950221,3
2001-04-01,Nevada,1106724,4.8
2001-04-01,New Hampshire,697673,3
2001-04-01,New Mexico,856779,4.9
2001-04-01,New York,9132763,4.2
2001-04-01,New jersey,4266449,3.8
2001-04-01,North Carolina,4205507,5
2001-04-01,North Dakota,343550,2.8
2001-04-01,Ohio,5809056,3.8
2001-04-01,Oklahoma,1671460,3.2
2001-04-01,Oregon,1821270,5.8
2001-04-01,Pennsylvania,6173712,4.5
2001-04-01,Rhode island,543858,4.4
2001-04-01,South Carolina,1953422,4.9
2001-04-01,South Dakota,411840,2.9
2001-04-01,Tennessee,2852767,4.1
2001-04-01,Texas,10499251,4.5
2001-04-01,Utah,1161319,4.1
2001-04-01,Vermont,335847,3.2
2001-04-01,Virginia,3667975,2.8
2001-04-01,Washington,3041405,5.9
2001-04-01,West Virginia,811898,5
2001-04-01,Wisconsin,3014927,4.3
2001-04-01,Wyoming,269317,3.8
2001-05-01,Alabama,2114232,4.8
2001-05-01,Alaska,321019,6.3
2001-05-01,Arizona,2571158,4.4
2001-05-01,Arkansas,1252804,4.9
2001-05-01,California,17100740,5.1
2001-05-01,Colorado,2377689,3.3
2001-05-01,Connecticut,1760376,3.1
2001-05-01,Delaware,421843,3.3
2001-05-01,Florida,8040603,4.2
2001-05-01,Georgia,4252167,3.7
2001-05-01,Hawaii,611794,4.2
2001-05-01,Idaho,676904,5
2001-05-01,Illinois,6472068,5.1
2001-05-01,Indiana,3133405,3.9
2001-05-01,Iowa,1607674,3.2
2001-05-01,Kansas,1387887,4
2001-05-01,Kentucky,1958708,4.9
2001-05-01,Louisiana,2030267,5.5
2001-05-01,Maine,674676,3.8
2001-05-01,Maryland,2828978,3.7
2001-05-01,Massachusetts,3377108,3.5
2001-05-01,Michigan,5137609,4.8
2001-05-01,Minnesota,2842942,3.6
2001-05-01,Mississippi,1295449,5.1
2001-05-01,Missouri,3004613,4.3
2001-05-01,Montana,466725,4.6
2001-05-01,Nebraska,950704,3
2001-05-01,Nevada,1109176,4.9
2001-05-01,New Hampshire,697727,3.2
2001-05-01,New Mexico,857059,4.8
2001-05-01,New York,9126617,4.4
2001-05-01,New jersey,4268732,3.9
2001-05-01,North Carolina,4199252,5.1
2001-05-01,North Dakota,342931,2.8
2001-05-01,Ohio,5804287,3.9
2001-05-01,Oklahoma,1672065,3.4
2001-05-01,Oregon,1821401,6
2001-05-01,Pennsylvania,6172512,4.6
2001-05-01,Rhode island,543674,4.5
2001-05-01,South Carolina,1948506,5.1
2001-05-01,South Dakota,412392,3
2001-05-01,Tennessee,2851324,4.2
2001-05-01,Texas,10506482,4.6
2001-05-01,Utah,1162154,4.2
2001-05-01,Vermont,336265,3.2
2001-05-01,Virginia,3667259,2.9
2001-05-01,Washington,3037415,6
2001-05-01,West Virginia,810765,4.9
2001-05-01,Wisconsin,3013694,4.4
2001-05-01,Wyoming,269527,3.8
2001-06-01,Alabama,2111291,4.8
2001-06-01,Alaska,321563,6.4
2001-06-01,Arizona,2576725,4.6
2001-06-01,Arkansas,1253045,4.9
2001-06-01,California,17101431,5.2
2001-06-01,Colorado,2382031,3.5
2001-06-01,Connecticut,1759895,3.2
2001-06-01,Delaware,421469,3.3
2001-06-01,Florida,8043285,4.3
2001-06-01,Georgia,4247170,3.8
2001-06-01,Hawaii,611453,4.2
2001-06-01,Idaho,678710,5
2001-06-01,Illinois,6459193,5.1
2001-06-01,Indiana,3130095,4
2001-06-01,Iowa,1609469,3.2
2001-06-01,Kansas,1386756,4.1
2001-06-01,Kentucky,1956033,5
2001-06-01,Louisiana,2025352,5.4
2001-06-01,Maine,674794,3.9
2001-06-01,Maryland,2830529,3.8
2001-06-01,Massachusetts,3379462,3.6
2001-06-01,Michigan,5122886,4.9
2001-06-01,Minnesota,2842222,3.7
2001-06-01,Mississippi,1291947,5.2
2001-06-01,Missouri,2998970,4.3
2001-06-01,Montana,466176,4.5
2001-06-01,Nebraska,950997,3.1
2001-06-01,Nevada,1111494,4.9
2001-06-01,New Hampshire,697729,3.4
2001-06-01,New Mexico,857267,4.8
2001-06-01,New York,9125876,4.5
2001-06-01,New jersey,4274391,4
2001-06-01,North Carolina,4193253,5.3
2001-06-01,North Dakota,342173,2.8
2001-06-01,Ohio,5802267,4
2001-06-01,Oklahoma,1672846,3.5
2001-06-01,Oregon,1821711,6.2
2001-06-01,Pennsylvania,6171934,4.7
2001-06-01,Rhode island,543559,4.6
2001-06-01,South Carolina,1945191,5.2
2001-06-01,South Dakota,412830,3.1
2001-06-01,Tennessee,2851208,4.3
2001-06-01,Texas,10514918,4.8
2001-06-01,Utah,1163088,4.3
2001-06-01,Vermont,336734,3.3
2001-06-01,Virginia,3667065,3.1
2001-06-01,Washington,3033719,6.1
2001-06-01,West Virginia,809578,4.9
2001-06-01,Wisconsin,3012018,4.4
2001-06-01,Wyoming,269685,3.8
2001-07-01,Alabama,2109963,4.9
2001-07-01,Alaska,322013,6.4
2001-07-01,Arizona,2583941,4.8
2001-07-01,Arkansas,1253331,5
2001-07-01,California,17110734,5.4
2001-07-01,Colorado,2388265,3.8
2001-07-01,Connecticut,1759599,3.2
2001-07-01,Delaware,421290,3.3
2001-07-01,Florida,8049913,4.4
2001-07-01,Georgia,4247141,3.9
2001-07-01,Hawaii,611068,4.3
2001-07-01,Idaho,680187,5.1
2001-07-01,Illinois,6448283,5.2
2001-07-01,Indiana,3130456,4.2
2001-07-01,Iowa,1611962,3.3
2001-07-01,Kansas,1386634,4.1
2001-07-01,Kentucky,1954436,5.2
2001-07-01,Louisiana,2022420,5.5
2001-07-01,Maine,674849,4
2001-07-01,Maryland,2833819,4
2001-07-01,Massachusetts,3382215,3.7
2001-07-01,Michigan,5110090,5
2001-07-01,Minnesota,2842199,3.7
2001-07-01,Mississippi,1289267,5.4
2001-07-01,Missouri,2995352,4.4
2001-07-01,Montana,465615,4.5
2001-07-01,Nebraska,951246,3.1
2001-07-01,Nevada,1113871,5.1
2001-07-01,New Hampshire,697774,3.5
2001-07-01,New Mexico,857531,4.8
2001-07-01,New York,9132095,4.7
2001-07-01,New jersey,4282973,4.2
2001-07-01,North Carolina,4190276,5.5
2001-07-01,North Dakota,341370,2.9
2001-07-01,Ohio,5804800,4.2
2001-07-01,Oklahoma,1674406,3.6
2001-07-01,Oregon,1822500,6.4
2001-07-01,Pennsylvania,6173483,4.8
2001-07-01,Rhode island,543505,4.7
2001-07-01,South Carolina,1943435,5.3
2001-07-01,South Dakota,413211,3.2
2001-07-01,Tennessee,2853451,4.5
2001-07-01,Texas,10527073,5
2001-07-01,Utah,1164046,4.4
2001-07-01,Vermont,337253,3.3
2001-07-01,Virginia,3668296,3.3
2001-07-01,Washington,3031389,6.2
2001-07-01,West Virginia,808466,4.8
2001-07-01,Wisconsin,3010945,4.5
2001-07-01,Wyoming,269767,3.8
2001-08-01,Alabama,2109935,5.1
2001-08-01,Alaska,322282,6.4
2001-08-01,Arizona,2592392,5
2001-08-01,Arkansas,1253601,5
2001-08-01,California,17126405,5.6
2001-08-01,Colorado,2395575,4.1
2001-08-01,Connecticut,1759137,3.3
2001-08-01,Delaware,421274,3.3
2001-08-01,Florida,8059278,4.5
2001-08-01,Georgia,4251371,4.1
2001-08-01,Hawaii,610738,4.4
2001-08-01,Idaho,681270,5.2
2001-08-01,Illinois,6439518,5.3
2001-08-01,Indiana,3134052,4.4
2001-08-01,Iowa,1614907,3.3
2001-08-01,Kansas,1387423,4.2
2001-08-01,Kentucky,1953685,5.3
2001-08-01,Louisiana,2020894,5.6
2001-08-01,Maine,674788,4
2001-08-01,Maryland,2838385,4.2
2001-08-01,Massachusetts,3385355,3.9
2001-08-01,Michigan,5098903,5.2
2001-08-01,Minnesota,2843346,3.8
2001-08-01,Mississippi,1287527,5.6
2001-08-01,Missouri,2992959,4.6
2001-08-01,Montana,465176,4.5
2001-08-01,Nebraska,951491,3.2
2001-08-01,Nevada,1116280,5.3
2001-08-01,New Hampshire,697863,3.7
2001-08-01,New Mexico,857960,4.9
2001-08-01,New York,9142544,5
2001-08-01,New jersey,4292974,4.4
2001-08-01,North Carolina,4189891,5.7
2001-08-01,North Dakota,340630,2.9
2001-08-01,Ohio,5810789,4.4
2001-08-01,Oklahoma,1676764,3.8
2001-08-01,Oregon,1823859,6.7
2001-08-01,Pennsylvania,6176904,4.9
2001-08-01,Rhode island,543522,4.7
2001-08-01,South Carolina,1942580,5.5
2001-08-01,South Dakota,413574,3.2
2001-08-01,Tennessee,2857847,4.7
2001-08-01,Texas,10542194,5.2
2001-08-01,Utah,1164967,4.5
2001-08-01,Vermont,337760,3.4
2001-08-01,Virginia,3669981,3.5
2001-08-01,Washington,3030824,6.4
2001-08-01,West Virginia,807446,4.8
2001-08-01,Wisconsin,3010496,4.6
2001-08-01,Wyoming,269750,3.8
2001-09-01,Alabama,2110339,5.4
2001-09-01,Alaska,322405,6.5
2001-09-01,Arizona,2601571,5.2
2001-09-01,Arkansas,1253762,5.1
2001-09-01,California,17145088,5.8
2001-09-01,Colorado,2403007,4.4
2001-09-01,Connecticut,1758418,3.3
2001-09-01,Delaware,421330,3.4
2001-09-01,Florida,8069917,4.7
2001-09-01,Georgia,4257923,4.3
2001-09-01,Hawaii,610436,4.7
2001-09-01,Idaho,682002,5.2
2001-09-01,Illinois,6432465,5.5
2001-09-01,Indiana,3139525,4.7
2001-09-01,Iowa,1618068,3.4
2001-09-01,Kansas,1388916,4.3
2001-09-01,Kentucky,1953373,5.5
2001-09-01,Louisiana,2019760,5.8
2001-09-01,Maine,674535,4
2001-09-01,Maryland,2843778,4.3
2001-09-01,Massachusetts,3388852,4.1
2001-09-01,Michigan,5088626,5.5
2001-09-01,Minnesota,2845757,3.9
2001-09-01,Mississippi,1286658,5.9
2001-09-01,Missouri,2991029,4.7
2001-09-01,Montana,464902,4.5
2001-09-01,Nebraska,951671,3.2
2001-09-01,Nevada,1118458,5.5
2001-09-01,New Hampshire,697980,3.8
2001-09-01,New Mexico,858658,4.9
2001-09-01,New York,9154926,5.3
2001-09-01,New jersey,4303564,4.6
2001-09-01,North Carolina,4190644,6
2001-09-01,North Dakota,340068,3
2001-09-01,Ohio,5818594,4.6
2001-09-01,Oklahoma,1679559,4.1
2001-09-01,Oregon,1825725,7
2001-09-01,Pennsylvania,6181732,5.1
2001-09-01,Rhode island,543631,4.7
2001-09-01,South Carolina,1941785,5.6
2001-09-01,South Dakota,413891,3.3
2001-09-01,Tennessee,2864052,4.9
2001-09-01,Texas,10559372,5.4
2001-09-01,Utah,1166276,4.7
2001-09-01,Vermont,338225,3.4
2001-09-01,Virginia,3672084,3.7
2001-09-01,Washington,3032187,6.6
2001-09-01,West Virginia,806587,4.9
2001-09-01,Wisconsin,3010466,4.7
2001-09-01,Wyoming,269616,3.8
2001-10-01,Alabama,2110607,5.6
2001-10-01,Alaska,322501,6.5
2001-10-01,Arizona,2611118,5.4
2001-10-01,Arkansas,1254026,5.2
2001-10-01,California,17164421,6
2001-10-01,Colorado,2410087,4.7
2001-10-01,Connecticut,1757599,3.3
2001-10-01,Delaware,421357,3.5
2001-10-01,Florida,8040672,5.8
2001-10-01,Georgia,4265381,4.5
2001-10-01,Hawaii,610015,4.9
2001-10-01,Idaho,682403,5.3
2001-10-01,Illinois,6426471,5.7
2001-10-01,Indiana,3145459,4.9
2001-10-01,Iowa,1621260,3.5
2001-10-01,Kansas,1390890,4.5
2001-10-01,Kentucky,1953155,5.7
2001-10-01,Louisiana,2018081,6
2001-10-01,Maine,674081,4.1
2001-10-01,Maryland,2849473,4.5
2001-10-01,Massachusetts,3392777,4.2
2001-10-01,Michigan,5078861,5.8
2001-10-01,Minnesota,2849013,4.1
2001-10-01,Mississippi,1286375,6.1
2001-10-01,Missouri,2989611,4.9
2001-10-01,Montana,464847,4.5
2001-10-01,Nebraska,951777,3.3
2001-10-01,Nevada,1120266,5.7
2001-10-01,New Hampshire,698171,4
2001-10-01,New Mexico,859710,5
2001-10-01,New York,9168482,5.5
2001-10-01,New jersey,4314491,4.9
2001-10-01,North Carolina,4191631,6.3
2001-10-01,North Dakota,339744,3.1
2001-10-01,Ohio,5827156,4.9
2001-10-01,Oklahoma,1682293,4.2
2001-10-01,Oregon,1827828,7.3
2001-10-01,Pennsylvania,6187574,5.2
2001-10-01,Rhode island,543834,4.8
2001-10-01,South Carolina,1940357,5.8
2001-10-01,South Dakota,414163,3.3
2001-10-01,Tennessee,2871767,5.2
2001-10-01,Texas,10578152,5.6
2001-10-01,Utah,1168260,4.8
2001-10-01,Vermont,338681,3.5
2001-10-01,Virginia,3674919,3.9
2001-10-01,Washington,3035360,6.8
2001-10-01,West Virginia,805911,5
2001-10-01,Wisconsin,3010752,4.9
2001-10-01,Wyoming,269399,3.8
2001-11-01,Alabama,2110105,5.8
2001-11-01,Alaska,322692,6.6
2001-11-01,Arizona,2620418,5.6
2001-11-01,Arkansas,1254704,5.3
2001-11-01,California,17181235,6.2
2001-11-01,Colorado,2416394,5
2001-11-01,Connecticut,1756865,3.3
2001-11-01,Delaware,421285,3.6
2001-11-01,Florida,8049668,5.9
2001-11-01,Georgia,4272215,4.8
2001-11-01,Hawaii,609224,5.1
2001-11-01,Idaho,682547,5.4
2001-11-01,Illinois,6419973,6
2001-11-01,Indiana,3150115,5.1
2001-11-01,Iowa,1624334,3.7
2001-11-01,Kansas,1393148,4.6
2001-11-01,Kentucky,1952403,5.8
2001-11-01,Louisiana,2015002,6.2
2001-11-01,Maine,673480,4.1
2001-11-01,Maryland,2854957,4.6
2001-11-01,Massachusetts,3397030,4.4
2001-11-01,Michigan,5068791,6.1
2001-11-01,Minnesota,2852581,4.2
2001-11-01,Mississippi,1286282,6.4
2001-11-01,Missouri,2988835,5.1
2001-11-01,Montana,465001,4.4
2001-11-01,Nebraska,951842,3.4
2001-11-01,Nevada,1121702,6
2001-11-01,New Hampshire,698481,4.1
2001-11-01,New Mexico,861115,5.1
2001-11-01,New York,9182280,5.8
2001-11-01,New jersey,4324811,5.1
2001-11-01,North Carolina,4192051,6.5
2001-11-01,North Dakota,339655,3.2
2001-11-01,Ohio,5835026,5.2
2001-11-01,Oklahoma,1684621,4.4
2001-11-01,Oregon,1829757,7.6
2001-11-01,Pennsylvania,6193876,5.3
2001-11-01,Rhode island,544155,4.8
2001-11-01,South Carolina,1938288,5.8
2001-11-01,South Dakota,414427,3.3
2001-11-01,Tennessee,2879728,5.5
2001-11-01,Texas,10596903,5.8
2001-11-01,Utah,1170796,5
2001-11-01,Vermont,339176,3.6
2001-11-01,Virginia,3678283,4.1
2001-11-01,Washington,3039950,7.1
2001-11-01,West Virginia,805281,5.1
2001-11-01,Wisconsin,3011157,5.1
2001-11-01,Wyoming,269170,3.8
2001-12-01,Alabama,2108837,6
2001-12-01,Alaska,323030,6.7
2001-12-01,Arizona,2629540,5.7
2001-12-01,Arkansas,1256205,5.4
2001-12-01,California,17196546,6.4
2001-12-01,Colorado,2421809,5.2
2001-12-01,Connecticut,1756742,3.3
2001-12-01,Delaware,421097,3.7
2001-12-01,Florida,8057010,6
2001-12-01,Georgia,4278521,4.9
2001-12-01,Hawaii,607947,5.2
2001-12-01,Idaho,682560,5.6
2001-12-01,Illinois,6413132,6.2
2001-12-01,Indiana,3153290,5.3
2001-12-01,Iowa,1627449,3.8
2001-12-01,Kansas,1395681,4.8
2001-12-01,Kentucky,1951076,5.9
2001-12-01,Louisiana,2010894,6.2
2001-12-01,Maine,672810,4.1
2001-12-01,Maryland,2859975,4.6
2001-12-01,Massachusetts,3402012,4.6
2001-12-01,Michigan,5058690,6.3
2001-12-01,Minnesota,2855900,4.4
2001-12-01,Mississippi,1286280,6.6
2001-12-01,Missouri,2989293,5.2
2001-12-01,Montana,465253,4.5
2001-12-01,Nebraska,951927,3.5
2001-12-01,Nevada,1122920,6.1
2001-12-01,New Hampshire,698902,4.2
2001-12-01,New Mexico,862841,5.2
2001-12-01,New York,9197679,6
2001-12-01,New jersey,4333824,5.3
2001-12-01,North Carolina,4192439,6.7
2001-12-01,North Dakota,339759,3.3
2001-12-01,Ohio,5842104,5.4
2001-12-01,Oklahoma,1686851,4.5
2001-12-01,Oregon,1831234,7.8
2001-12-01,Pennsylvania,6201022,5.4
2001-12-01,Rhode island,544646,4.8
2001-12-01,South Carolina,1936423,5.9
2001-12-01,South Dakota,414718,3.4
2001-12-01,Tennessee,2887177,5.7
2001-12-01,Texas,10616118,6
2001-12-01,Utah,1173734,5.2
2001-12-01,Vermont,339746,3.7
2001-12-01,Virginia,3683084,4.2
2001-12-01,Washington,3045784,7.3
2001-12-01,West Virginia,804725,5.3
2001-12-01,Wisconsin,3011821,5.3
2001-12-01,Wyoming,269005,3.8
2002-01-01,Alabama,2107022,6.1
2002-01-01,Alaska,323503,6.8
2002-01-01,Arizona,2638754,5.9
2002-01-01,Arkansas,1258727,5.5
2002-01-01,California,17211457,6.5
2002-01-01,Colorado,2426393,5.3
2002-01-01,Connecticut,1757658,3.4
2002-01-01,Delaware,420776,3.9
2002-01-01,Florida,8063779,6
2002-01-01,Georgia,4285043,5
2002-01-01,Hawaii,606336,5.1
2002-01-01,Idaho,682569,5.6
2002-01-01,Illinois,6406079,6.3
2002-01-01,Indiana,3155451,5.4
2002-01-01,Iowa,1630809,3.9
2002-01-01,Kansas,1398384,4.9
2002-01-01,Kentucky,1949415,5.9
2002-01-01,Louisiana,2006632,6.2
2002-01-01,Maine,672274,4.1
2002-01-01,Maryland,2864368,4.6
2002-01-01,Massachusetts,3407838,4.7
2002-01-01,Michigan,5049203,6.4
2002-01-01,Minnesota,2858370,4.5
2002-01-01,Mississippi,1286290,6.7
2002-01-01,Missouri,2991163,5.3
2002-01-01,Montana,465502,4.5
2002-01-01,Nebraska,952087,3.6
2002-01-01,Nevada,1124046,6.1
2002-01-01,New Hampshire,699379,4.3
2002-01-01,New Mexico,864819,5.3
2002-01-01,New York,9215047,6.1
2002-01-01,New jersey,4341107,5.5
2002-01-01,North Carolina,4192861,6.8
2002-01-01,North Dakota,339977,3.5
2002-01-01,Ohio,5848220,5.6
2002-01-01,Oklahoma,1688913,4.6
2002-01-01,Oregon,1832007,7.9
2002-01-01,Pennsylvania,6208905,5.5
2002-01-01,Rhode island,545311,4.8
2002-01-01,South Carolina,1935744,5.9
2002-01-01,South Dakota,415035,3.4
2002-01-01,Tennessee,2893537,5.8
2002-01-01,Texas,10636509,6.1
2002-01-01,Utah,1176650,5.4
2002-01-01,Vermont,340414,3.7
2002-01-01,Virginia,3689739,4.2
2002-01-01,Washington,3052331,7.4
2002-01-01,West Virginia,804275,5.5
2002-01-01,Wisconsin,3012845,5.4
2002-01-01,Wyoming,268926,3.9
2002-02-01,Alabama,2104914,6.1
2002-02-01,Alaska,324044,6.9
2002-02-01,Arizona,2647828,6
2002-02-01,Arkansas,1261982,5.6
2002-02-01,California,17224746,6.6
2002-02-01,Colorado,2430101,5.4
2002-02-01,Connecticut,1759625,3.5
2002-02-01,Delaware,420290,4
2002-02-01,Florida,8069997,5.9
2002-02-01,Georgia,4291780,5.1
2002-02-01,Hawaii,604597,4.9
2002-02-01,Idaho,682694,5.7
2002-02-01,Illinois,6398245,6.4
2002-02-01,Indiana,3157267,5.4
2002-02-01,Iowa,1634357,3.9
2002-02-01,Kansas,1401139,5
2002-02-01,Kentucky,1947340,5.8
2002-02-01,Louisiana,2002973,6.2
2002-02-01,Maine,672098,4.2
2002-02-01,Maryland,2867713,4.6
2002-02-01,Massachusetts,3414034,4.9
2002-02-01,Michigan,5040734,6.4
2002-02-01,Minnesota,2859741,4.6
2002-02-01,Mississippi,1286137,6.8
2002-02-01,Missouri,2993668,5.4
2002-02-01,Montana,465738,4.5
2002-02-01,Nebraska,952343,3.6
2002-02-01,Nevada,1125098,6
2002-02-01,New Hampshire,699871,4.4
2002-02-01,New Mexico,866950,5.4
2002-02-01,New York,9232774,6.2
2002-02-01,New jersey,4345884,5.7
2002-02-01,North Carolina,4192913,6.9
2002-02-01,North Dakota,340232,3.6
2002-02-01,Ohio,5852797,5.7
2002-02-01,Oklahoma,1690253,4.6
2002-02-01,Oregon,1832050,7.9
2002-02-01,Pennsylvania,6216369,5.6
2002-02-01,Rhode island,546063,4.8
2002-02-01,South Carolina,1936494,5.9
2002-02-01,South Dakota,415376,3.4
2002-02-01,Tennessee,2898256,5.8
2002-02-01,Texas,10657551,6.2
2002-02-01,Utah,1179115,5.5
2002-02-01,Vermont,341147,3.8
2002-02-01,Virginia,3697408,4.3
2002-02-01,Washington,3058885,7.5
2002-02-01,West Virginia,803797,5.7
2002-02-01,Wisconsin,3013993,5.4
2002-02-01,Wyoming,268916,3.9
2002-03-01,Alabama,2102910,6
2002-03-01,Alaska,324565,7
2002-03-01,Arizona,2656594,6
2002-03-01,Arkansas,1265380,5.6
2002-03-01,California,17235515,6.6
2002-03-01,Colorado,2433076,5.5
2002-03-01,Connecticut,1762399,3.7
2002-03-01,Delaware,419636,4.1
2002-03-01,Florida,8076223,5.9
2002-03-01,Georgia,4298887,5.1
2002-03-01,Hawaii,602963,4.7
2002-03-01,Idaho,682951,5.7
2002-03-01,Illinois,6389001,6.5
2002-03-01,Indiana,3159782,5.4
2002-03-01,Iowa,1637809,4
2002-03-01,Kansas,1403932,5
2002-03-01,Kentucky,1944942,5.7
2002-03-01,Louisiana,2000395,6.2
2002-03-01,Maine,672400,4.2
2002-03-01,Maryland,2869786,4.6
2002-03-01,Massachusetts,3419972,5
2002-03-01,Michigan,5033244,6.4
2002-03-01,Minnesota,2860206,4.6
2002-03-01,Mississippi,1285667,6.8
2002-03-01,Missouri,2995963,5.5
2002-03-01,Montana,465951,4.5
2002-03-01,Nebraska,952657,3.7
2002-03-01,Nevada,1126107,5.9
2002-03-01,New Hampshire,700359,4.4
2002-03-01,New Mexico,869133,5.5
2002-03-01,New York,9249119,6.3
2002-03-01,New jersey,4347820,5.8
2002-03-01,North Carolina,4192300,6.9
2002-03-01,North Dakota,340483,3.7
2002-03-01,Ohio,5855442,5.8
2002-03-01,Oklahoma,1690570,4.6
2002-03-01,Oregon,1831656,7.8
2002-03-01,Pennsylvania,6222096,5.6
2002-03-01,Rhode island,546812,4.8
2002-03-01,South Carolina,1938335,5.9
2002-03-01,South Dakota,415760,3.3
2002-03-01,Tennessee,2901181,5.6
2002-03-01,Texas,10678637,6.3
2002-03-01,Utah,1180850,5.7
2002-03-01,Vermont,341884,3.8
2002-03-01,Virginia,3705408,4.3
2002-03-01,Washington,3065036,7.5
2002-03-01,West Virginia,803157,5.8
2002-03-01,Wisconsin,3015033,5.5
2002-03-01,Wyoming,268927,4
2002-04-01,Alabama,2101696,6
2002-04-01,Alaska,325032,7.2
2002-04-01,Arizona,2665340,6.1
2002-04-01,Arkansas,1268600,5.6
2002-04-01,California,17245819,6.6
2002-04-01,Colorado,2436172,5.5
2002-04-01,Connecticut,1765876,3.8
2002-04-01,Delaware,418853,4.1
2002-04-01,Florida,8085225,5.8
2002-04-01,Georgia,4306982,5.1
2002-04-01,Hawaii,601660,4.5
2002-04-01,Idaho,683265,5.7
2002-04-01,Illinois,6378638,6.6
2002-04-01,Indiana,3163949,5.4
2002-04-01,Iowa,1640889,4
